,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Normalized Fare
513,514,1,1,1,54.0,1,0,59.4,0.55
514,515,0,3,0,24.0,0,0,7.4958,-0.5
515,516,0,1,0,47.0,0,0,34.0208,0.04
516,517,1,2,1,34.0,0,0,10.5,-0.44
517,518,0,3,0,29.7,0,0,24.15,-0.16
518,519,1,2,1,36.0,1,0,26.0,-0.12
519,520,0,3,0,32.0,0,0,7.8958,-0.49
520,521,1,1,1,30.0,0,0,93.5,1.23
521,522,0,3,0,22.0,0,0,7.8958,-0.49
522,523,0,3,0,29.7,0,0,7.225,-0.5
523,524,1,1,1,44.0,0,1,57.9792,0.52
524,525,0,3,0,29.7,0,0,7.2292,-0.5
525,526,0,3,0,40.5,0,0,7.75,-0.49
526,527,1,2,1,50.0,0,0,10.5,-0.44
527,528,0,1,0,29.7,0,0,221.7792,3.82
528,529,0,3,0,39.0,0,0,7.925,-0.49
529,530,0,2,0,23.0,2,1,11.5,-0.42
530,531,1,2,1,2.0,1,1,26.0,-0.12
531,532,0,3,0,29.7,0,0,7.2292,-0.5
532,533,0,3,0,17.0,1,1,7.2292,-0.5
533,534,1,3,1,29.7,0,2,22.3583,-0.2
534,535,0,3,1,30.0,0,0,8.6625,-0.47
535,536,1,2,1,7.0,0,2,26.25,-0.12
536,537,0,1,0,45.0,0,0,26.55,-0.11
537,538,1,1,1,30.0,0,0,106.425,1.49
538,539,0,3,0,29.7,0,0,14.5,-0.36
539,540,1,1,1,22.0,0,2,49.5,0.35
540,541,1,1,1,36.0,0,2,71.0,0.78
541,542,0,3,1,9.0,4,2,31.275,-0.02
542,543,0,3,1,11.0,4,2,31.275,-0.02
543,544,1,2,0,32.0,1,0,26.0,-0.12
544,545,0,1,0,50.0,1,0,106.425,1.49
545,546,0,1,0,64.0,0,0,26.0,-0.12
546,547,1,2,1,19.0,1,0,26.0,-0.12
547,548,1,2,0,29.7,0,0,13.8625,-0.37
548,549,0,3,0,33.0,1,1,20.525,-0.23
549,550,1,2,0,8.0,1,1,36.75,0.09
550,551,1,1,0,17.0,0,2,110.8833,1.58
551,552,0,2,0,27.0,0,0,26.0,-0.12
552,553,0,3,0,29.7,0,0,7.8292,-0.49
553,554,1,3,0,22.0,0,0,7.225,-0.5
554,555,1,3,1,22.0,0,0,7.775,-0.49
555,556,0,1,0,62.0,0,0,26.55,-0.11
556,557,1,1,1,48.0,1,0,39.6,0.15
557,558,0,1,0,29.7,0,0,227.525,3.93
558,559,1,1,1,39.0,1,1,79.65,0.95
559,560,1,3,1,36.0,1,0,17.4,-0.3
560,561,0,3,0,29.7,0,0,7.75,-0.49
561,562,0,3,0,40.0,0,0,7.8958,-0.49
562,563,0,2,0,28.0,0,0,13.5,-0.38
563,564,0,3,0,29.7,0,0,8.05,-0.49
564,565,0,3,1,29.7,0,0,8.05,-0.49
565,566,0,3,0,24.0,2,0,24.15,-0.16
566,567,0,3,0,19.0,0,0,7.8958,-0.49
567,568,0,3,1,29.0,0,4,21.075,-0.22
568,569,0,3,0,29.7,0,0,7.2292,-0.5
569,570,1,3,0,32.0,0,0,7.8542,-0.49
570,571,1,2,0,62.0,0,0,10.5,-0.44
571,572,1,1,1,53.0,2,0,51.4792,0.39
572,573,1,1,0,36.0,0,0,26.3875,-0.12
573,574,1,3,1,29.7,0,0,7.75,-0.49
574,575,0,3,0,16.0,0,0,8.05,-0.49
575,576,0,3,0,19.0,0,0,14.5,-0.36
576,577,1,2,1,34.0,0,0,13.0,-0.39
577,578,1,1,1,39.0,1,0,55.9,0.48
578,579,0,3,1,29.7,1,0,14.4583,-0.36
579,580,1,3,0,32.0,0,0,7.925,-0.49
580,581,1,2,1,25.0,1,1,30.0,-0.04
581,582,1,1,1,39.0,1,1,110.8833,1.58
582,583,0,2,0,54.0,0,0,26.0,-0.12
583,584,0,1,0,36.0,0,0,40.125,0.16
584,585,0,3,0,29.7,0,0,8.7125,-0.47
585,586,1,1,1,18.0,0,2,79.65,0.95
586,587,0,2,0,47.0,0,0,15.0,-0.35
587,588,1,1,0,60.0,1,1,79.2,0.95
588,589,0,3,0,22.0,0,0,8.05,-0.49
589,590,0,3,0,29.7,0,0,8.05,-0.49
590,591,0,3,0,35.0,0,0,7.125,-0.5
591,592,1,1,1,52.0,1,0,78.2667,0.93
592,593,0,3,0,47.0,0,0,7.25,-0.5
593,594,0,3,1,29.7,0,2,7.75,-0.49
594,595,0,2,0,37.0,1,0,26.0,-0.12
595,596,0,3,0,36.0,1,1,24.15,-0.16
596,597,1,2,1,29.7,0,0,33.0,0.02
597,598,0,3,0,49.0,0,0,0.0,-0.65
598,599,0,3,0,29.7,0,0,7.225,-0.5
599,600,1,1,0,49.0,1,0,56.9292,0.5
600,601,1,2,1,24.0,2,1,27.0,-0.1
601,602,0,3,0,29.7,0,0,7.8958,-0.49
602,603,0,1,0,29.7,0,0,42.4,0.21
603,604,0,3,0,44.0,0,0,8.05,-0.49
604,605,1,1,0,35.0,0,0,26.55,-0.11
605,606,0,3,0,36.0,1,0,15.55,-0.34
606,607,0,3,0,30.0,0,0,7.8958,-0.49
607,608,1,1,0,27.0,0,0,30.5,-0.03
608,609,1,2,1,22.0,1,2,41.5792,0.19
609,610,1,1,1,40.0,0,0,153.4625,2.44
610,611,0,3,1,39.0,1,5,31.275,-0.02
611,612,0,3,0,29.7,0,0,7.05,-0.51
612,613,1,3,1,29.7,1,0,15.5,-0.34
613,614,0,3,0,29.7,0,0,7.75,-0.49
614,615,0,3,0,35.0,0,0,8.05,-0.49
615,616,1,2,1,24.0,1,2,65.0,0.66
616,617,0,3,0,34.0,1,1,14.4,-0.36
617,618,0,3,1,26.0,1,0,16.1,-0.32
618,619,1,2,1,4.0,2,1,39.0,0.14
619,620,0,2,0,26.0,0,0,10.5,-0.44
620,621,0,3,0,27.0,1,0,14.4542,-0.36
621,622,1,1,0,42.0,1,0,52.5542,0.41
622,623,1,3,0,20.0,1,1,15.7417,-0.33
623,624,0,3,0,21.0,0,0,7.8542,-0.49
624,625,0,3,0,21.0,0,0,16.1,-0.32
625,626,0,1,0,61.0,0,0,32.3208,0.0
626,627,0,2,0,57.0,0,0,12.35,-0.4
627,628,1,1,1,21.0,0,0,77.9583,0.92
628,629,0,3,0,26.0,0,0,7.8958,-0.49
629,630,0,3,0,29.7,0,0,7.7333,-0.49
630,631,1,1,0,80.0,0,0,30.0,-0.04
631,632,0,3,0,51.0,0,0,7.0542,-0.51
632,633,1,1,0,32.0,0,0,30.5,-0.03
633,634,0,1,0,29.7,0,0,0.0,-0.65
634,635,0,3,1,9.0,3,2,27.9,-0.09
635,636,1,2,1,28.0,0,0,13.0,-0.39
636,637,0,3,0,32.0,0,0,7.925,-0.49
637,638,0,2,0,31.0,1,1,26.25,-0.12
638,639,0,3,1,41.0,0,5,39.6875,0.15
639,640,0,3,0,29.7,1,0,16.1,-0.32
640,641,0,3,0,20.0,0,0,7.8542,-0.49
641,642,1,1,1,24.0,0,0,69.3,0.75
642,643,0,3,1,2.0,3,2,27.9,-0.09
643,644,1,3,0,29.7,0,0,56.4958,0.49
644,645,1,3,1,0.75,2,1,19.2583,-0.26
645,646,1,1,0,48.0,1,0,76.7292,0.9
646,647,0,3,0,19.0,0,0,7.8958,-0.49
647,648,1,1,0,56.0,0,0,35.5,0.07
648,649,0,3,0,29.7,0,0,7.55,-0.5
649,650,1,3,1,23.0,0,0,7.55,-0.5
650,651,0,3,0,29.7,0,0,7.8958,-0.49
651,652,1,2,1,18.0,0,1,23.0,-0.19
652,653,0,3,0,21.0,0,0,8.4333,-0.48
653,654,1,3,1,29.7,0,0,7.8292,-0.49
654,655,0,3,1,18.0,0,0,6.75,-0.51
655,656,0,2,0,24.0,2,0,73.5,0.83
656,657,0,3,0,29.7,0,0,7.8958,-0.49
657,658,0,3,1,32.0,1,1,15.5,-0.34
658,659,0,2,0,23.0,0,0,13.0,-0.39
659,660,0,1,0,58.0,0,2,113.275,1.63
660,661,1,1,0,50.0,2,0,133.65,2.04
661,662,0,3,0,40.0,0,0,7.225,-0.5
662,663,0,1,0,47.0,0,0,25.5875,-0.13
663,664,0,3,0,36.0,0,0,7.4958,-0.5
664,665,1,3,0,20.0,1,0,7.925,-0.49
665,666,0,2,0,32.0,2,0,73.5,0.83
666,667,0,2,0,25.0,0,0,13.0,-0.39
667,668,0,3,0,29.7,0,0,7.775,-0.49
668,669,0,3,0,43.0,0,0,8.05,-0.49
669,670,1,1,1,29.7,1,0,52.0,0.4
670,671,1,2,1,40.0,1,1,39.0,0.14
671,672,0,1,0,31.0,1,0,52.0,0.4
672,673,0,2,0,70.0,0,0,10.5,-0.44
673,674,1,2,0,31.0,0,0,13.0,-0.39
674,675,0,2,0,29.7,0,0,0.0,-0.65
675,676,0,3,0,18.0,0,0,7.775,-0.49
676,677,0,3,0,24.5,0,0,8.05,-0.49
677,678,1,3,1,18.0,0,0,9.8417,-0.45
678,679,0,3,1,43.0,1,6,46.9,0.3
679,680,1,1,0,36.0,0,1,512.3292,9.66
680,681,0,3,1,29.7,0,0,8.1375,-0.48
681,682,1,1,0,27.0,0,0,76.7292,0.9
682,683,0,3,0,20.0,0,0,9.225,-0.46
683,684,0,3,0,14.0,5,2,46.9,0.3
684,685,0,2,0,60.0,1,1,39.0,0.14
685,686,0,2,0,25.0,1,2,41.5792,0.19
686,687,0,3,0,14.0,4,1,39.6875,0.15
687,688,0,3,0,19.0,0,0,10.1708,-0.44
688,689,0,3,0,18.0,0,0,7.7958,-0.49
689,690,1,1,1,15.0,0,1,211.3375,3.61
690,691,1,1,0,31.0,1,0,57.0,0.5
691,692,1,3,1,4.0,0,1,13.4167,-0.38
692,693,1,3,0,29.7,0,0,56.4958,0.49
693,694,0,3,0,25.0,0,0,7.225,-0.5
694,695,0,1,0,60.0,0,0,26.55,-0.11
695,696,0,2,0,52.0,0,0,13.5,-0.38
696,697,0,3,0,44.0,0,0,8.05,-0.49
697,698,1,3,1,29.7,0,0,7.7333,-0.49
698,699,0,1,0,49.0,1,1,110.8833,1.58
699,700,0,3,0,42.0,0,0,7.65,-0.49
700,701,1,1,1,18.0,1,0,227.525,3.93
701,702,1,1,0,35.0,0,0,26.2875,-0.12
702,703,0,3,1,18.0,0,1,14.4542,-0.36
703,704,0,3,0,25.0,0,0,7.7417,-0.49
704,705,0,3,0,26.0,1,0,7.8542,-0.49
705,706,0,2,0,39.0,0,0,26.0,-0.12
706,707,1,2,1,45.0,0,0,13.5,-0.38
707,708,1,1,0,42.0,0,0,26.2875,-0.12
708,709,1,1,1,22.0,0,0,151.55,2.4
709,710,1,3,0,29.7,1,1,15.2458,-0.34
710,711,1,1,1,24.0,0,0,49.5042,0.35
711,712,0,1,0,29.7,0,0,26.55,-0.11
712,713,1,1,0,48.0,1,0,52.0,0.4
713,714,0,3,0,29.0,0,0,9.4833,-0.46
714,715,0,2,0,52.0,0,0,13.0,-0.39
715,716,0,3,0,19.0,0,0,7.65,-0.49
716,717,1,1,1,38.0,0,0,227.525,3.93
717,718,1,2,1,27.0,0,0,10.5,-0.44
718,719,0,3,0,29.7,0,0,15.5,-0.34
719,720,0,3,0,33.0,0,0,7.775,-0.49
720,721,1,2,1,6.0,0,1,33.0,0.02
721,722,0,3,0,17.0,1,0,7.0542,-0.51
722,723,0,2,0,34.0,0,0,13.0,-0.39
723,724,0,2,0,50.0,0,0,13.0,-0.39
724,725,1,1,0,27.0,1,0,53.1,0.42
725,726,0,3,0,20.0,0,0,8.6625,-0.47
726,727,1,2,1,30.0,3,0,21.0,-0.23
727,728,1,3,1,29.7,0,0,7.7375,-0.49
728,729,0,2,0,25.0,1,0,26.0,-0.12
729,730,0,3,1,25.0,1,0,7.925,-0.49
730,731,1,1,1,29.0,0,0,211.3375,3.61
731,732,0,3,0,11.0,0,0,18.7875,-0.27
732,733,0,2,0,29.7,0,0,0.0,-0.65
733,734,0,2,0,23.0,0,0,13.0,-0.39
734,735,0,2,0,23.0,0,0,13.0,-0.39
735,736,0,3,0,28.5,0,0,16.1,-0.32
736,737,0,3,1,48.0,1,3,34.375,0.04
737,738,1,1,0,35.0,0,0,512.3292,9.66
738,739,0,3,0,29.7,0,0,7.8958,-0.49
739,740,0,3,0,29.7,0,0,7.8958,-0.49
740,741,1,1,0,29.7,0,0,30.0,-0.04
741,742,0,1,0,36.0,1,0,78.85,0.94
742,743,1,1,1,21.0,2,2,262.375,4.63
743,744,0,3,0,24.0,1,0,16.1,-0.32
744,745,1,3,0,31.0,0,0,7.925,-0.49
745,746,0,1,0,70.0,1,1,71.0,0.78
746,747,0,3,0,16.0,1,1,20.25,-0.24
747,748,1,2,1,30.0,0,0,13.0,-0.39
748,749,0,1,0,19.0,1,0,53.1,0.42
749,750,0,3,0,31.0,0,0,7.75,-0.49
750,751,1,2,1,4.0,1,1,23.0,-0.19
751,752,1,3,0,6.0,0,1,12.475,-0.4
752,753,0,3,0,33.0,0,0,9.5,-0.46
753,754,0,3,0,23.0,0,0,7.8958,-0.49
754,755,1,2,1,48.0,1,2,65.0,0.66
755,756,1,2,0,0.67,1,1,14.5,-0.36
756,757,0,3,0,28.0,0,0,7.7958,-0.49
757,758,0,2,0,18.0,0,0,11.5,-0.42
758,759,0,3,0,34.0,0,0,8.05,-0.49
759,760,1,1,1,33.0,0,0,86.5,1.09
760,761,0,3,0,29.7,0,0,14.5,-0.36
761,762,0,3,0,41.0,0,0,7.125,-0.5
762,763,1,3,0,20.0,0,0,7.2292,-0.5
763,764,1,1,1,36.0,1,2,120.0,1.77
764,765,0,3,0,16.0,0,0,7.775,-0.49
765,766,1,1,1,51.0,1,0,77.9583,0.92
766,767,0,1,0,29.7,0,0,39.6,0.15
767,768,0,3,1,30.5,0,0,7.75,-0.49
768,769,0,3,0,29.7,1,0,24.15,-0.16
769,770,0,3,0,32.0,0,0,8.3625,-0.48
770,771,0,3,0,24.0,0,0,9.5,-0.46
771,772,0,3,0,48.0,0,0,7.8542,-0.49
772,773,0,2,1,57.0,0,0,10.5,-0.44
773,774,0,3,0,29.7,0,0,7.225,-0.5
774,775,1,2,1,54.0,1,3,23.0,-0.19
775,776,0,3,0,18.0,0,0,7.75,-0.49
776,777,0,3,0,29.7,0,0,7.75,-0.49
777,778,1,3,1,5.0,0,0,12.475,-0.4
778,779,0,3,0,29.7,0,0,7.7375,-0.49
779,780,1,1,1,43.0,0,1,211.3375,3.61
780,781,1,3,1,13.0,0,0,7.2292,-0.5
781,782,1,1,1,17.0,1,0,57.0,0.5
782,783,0,1,0,29.0,0,0,30.0,-0.04
783,784,0,3,0,29.7,1,2,23.45,-0.18
784,785,0,3,0,25.0,0,0,7.05,-0.51
785,786,0,3,0,25.0,0,0,7.25,-0.5
786,787,1,3,1,18.0,0,0,7.4958,-0.5
787,788,0,3,0,8.0,4,1,29.125,-0.06
788,789,1,3,0,1.0,1,2,20.575,-0.23
789,790,0,1,0,46.0,0,0,79.2,0.95
790,791,0,3,0,29.7,0,0,7.75,-0.49
791,792,0,2,0,16.0,0,0,26.0,-0.12
792,793,0,3,1,29.7,8,2,69.55,0.75
793,794,0,1,0,29.7,0,0,30.6958,-0.03
794,795,0,3,0,25.0,0,0,7.8958,-0.49
795,796,0,2,0,39.0,0,0,13.0,-0.39
796,797,1,1,1,49.0,0,0,25.9292,-0.13
797,798,1,3,1,31.0,0,0,8.6833,-0.47
798,799,0,3,0,30.0,0,0,7.2292,-0.5
799,800,0,3,1,30.0,1,1,24.15,-0.16
800,801,0,2,0,34.0,0,0,13.0,-0.39
801,802,1,2,1,31.0,1,1,26.25,-0.12
802,803,1,1,0,11.0,1,2,120.0,1.77
803,804,1,3,0,0.42,0,1,8.5167,-0.48
804,805,1,3,0,27.0,0,0,6.975,-0.51
805,806,0,3,0,31.0,0,0,7.775,-0.49
806,807,0,1,0,39.0,0,0,0.0,-0.65
807,808,0,3,1,18.0,0,0,7.775,-0.49
808,809,0,2,0,39.0,0,0,13.0,-0.39
809,810,1,1,1,33.0,1,0,53.1,0.42
810,811,0,3,0,26.0,0,0,7.8875,-0.49
811,812,0,3,0,39.0,0,0,24.15,-0.16
812,813,0,2,0,35.0,0,0,10.5,-0.44
813,814,0,3,1,6.0,4,2,31.275,-0.02
814,815,0,3,0,30.5,0,0,8.05,-0.49
815,816,0,1,0,29.7,0,0,0.0,-0.65
816,817,0,3,1,23.0,0,0,7.925,-0.49
817,818,0,2,0,31.0,1,1,37.0042,0.1
818,819,0,3,0,43.0,0,0,6.45,-0.52
819,820,0,3,0,10.0,3,2,27.9,-0.09
820,821,1,1,1,52.0,1,1,93.5,1.23
821,822,1,3,0,27.0,0,0,8.6625,-0.47
822,823,0,1,0,38.0,0,0,0.0,-0.65
823,824,1,3,1,27.0,0,1,12.475,-0.4
824,825,0,3,0,2.0,4,1,39.6875,0.15
825,826,0,3,0,29.7,0,0,6.95,-0.51
826,827,0,3,0,29.7,0,0,56.4958,0.49
827,828,1,2,0,1.0,0,2,37.0042,0.1
828,829,1,3,0,29.7,0,0,7.75,-0.49
829,830,1,1,1,62.0,0,0,80.0,0.96
830,831,1,3,1,15.0,1,0,14.4542,-0.36
831,832,1,2,0,0.83,1,1,18.75,-0.27
832,833,0,3,0,29.7,0,0,7.2292,-0.5
833,834,0,3,0,23.0,0,0,7.8542,-0.49
834,835,0,3,0,18.0,0,0,8.3,-0.48
835,836,1,1,1,39.0,1,1,83.1583,1.03
836,837,0,3,0,21.0,0,0,8.6625,-0.47
837,838,0,3,0,29.7,0,0,8.05,-0.49
838,839,1,3,0,32.0,0,0,56.4958,0.49
839,840,1,1,0,29.7,0,0,29.7,-0.05
840,841,0,3,0,20.0,0,0,7.925,-0.49
841,842,0,2,0,16.0,0,0,10.5,-0.44
842,843,1,1,1,30.0,0,0,31.0,-0.02
843,844,0,3,0,34.5,0,0,6.4375,-0.52
844,845,0,3,0,17.0,0,0,8.6625,-0.47
845,846,0,3,0,42.0,0,0,7.55,-0.5
846,847,0,3,0,29.7,8,2,69.55,0.75
847,848,0,3,0,35.0,0,0,7.8958,-0.49
848,849,0,2,0,28.0,0,1,33.0,0.02
849,850,1,1,1,29.7,1,0,89.1042,1.15
850,851,0,3,0,4.0,4,2,31.275,-0.02
851,852,0,3,0,74.0,0,0,7.775,-0.49
852,853,0,3,1,9.0,1,1,15.2458,-0.34
853,854,1,1,1,16.0,0,1,39.4,0.14
854,855,0,2,1,44.0,1,0,26.0,-0.12
855,856,1,3,1,18.0,0,1,9.35,-0.46
856,857,1,1,1,45.0,1,1,164.8667,2.67
857,858,1,1,0,51.0,0,0,26.55,-0.11
858,859,1,3,1,24.0,0,3,19.2583,-0.26
859,860,0,3,0,29.7,0,0,7.2292,-0.5
860,861,0,3,0,41.0,2,0,14.1083,-0.36
861,862,0,2,0,21.0,1,0,11.5,-0.42
862,863,1,1,1,48.0,0,0,25.9292,-0.13
863,864,0,3,1,29.7,8,2,69.55,0.75
864,865,0,2,0,24.0,0,0,13.0,-0.39
865,866,1,2,1,42.0,0,0,13.0,-0.39
866,867,1,2,1,27.0,1,0,13.8583,-0.37
867,868,0,1,0,31.0,0,0,50.4958,0.37
868,869,0,3,0,29.7,0,0,9.5,-0.46
869,870,1,3,0,4.0,1,1,11.1333,-0.42
870,871,0,3,0,26.0,0,0,7.8958,-0.49
871,872,1,1,1,47.0,1,1,52.5542,0.41
872,873,0,1,0,33.0,0,0,5.0,-0.55
873,874,0,3,0,47.0,0,0,9.0,-0.47
874,875,1,2,1,28.0,1,0,24.0,-0.17
875,876,1,3,1,15.0,0,0,7.225,-0.5
876,877,0,3,0,20.0,0,0,9.8458,-0.45
877,878,0,3,0,19.0,0,0,7.8958,-0.49
878,879,0,3,0,29.7,0,0,7.8958,-0.49
879,880,1,1,1,56.0,0,1,83.1583,1.03
880,881,1,2,1,25.0,0,1,26.0,-0.12
881,882,0,3,0,33.0,0,0,7.8958,-0.49
882,883,0,3,1,22.0,0,0,10.5167,-0.44
883,884,0,2,0,28.0,0,0,10.5,-0.44
884,885,0,3,0,25.0,0,0,7.05,-0.51
885,886,0,3,1,39.0,0,5,29.125,-0.06
886,887,0,2,0,27.0,0,0,13.0,-0.39
887,888,1,1,1,19.0,0,0,30.0,-0.04
888,889,0,3,1,29.7,1,2,23.45,-0.18
889,890,1,1,0,26.0,0,0,30.0,-0.04
890,891,0,3,0,32.0,0,0,7.75,-0.49
